         3508955 function calls (3465220 primitive calls) in 14.706 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.010    0.010    0.013    0.013 c:\Users\genia\Work\segment-anything\segment_anything\modeling\sam.py:164(preprocess)
     1977    0.008    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\qat\__init__.py:1(<module>)
     7391    0.009    0.000    0.012    0.000 <frozen importlib._bootstrap>:198(cb)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\font_manager.py:1570(_load_fontmanager)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_functorch\_aot_autograd\schemas.py:1(<module>)
    33181    0.010    0.000    0.012    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\polynomial\__init__.py:1(<module>)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\_pytree.py:1(<module>)
       18    0.001    0.000    0.012    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\rcsetup.py:827(validate_cycler)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\functions\elementary\trigonometric.py:1(<module>)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\html\parser.py:1(<module>)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_result.py:1(<module>)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\quiver.py:1(<module>)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\function.py:1(<module>)
    64601    0.012    0.000    0.012    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\printing\pretty\pretty.py:1(<module>)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\solvers\ode\ode.py:1(<module>)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\font_manager.py:975(json_load)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\intrinsic\quantized\modules\__init__.py:1(<module>)
      482    0.002    0.000    0.012    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\assumptions.py:469(__init__)
      213    0.003    0.000    0.012    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:3206(__str__)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\json\__init__.py:274(load)
      142    0.001    0.000    0.012    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_prims_common\wrappers.py:112(__call__)
       13    0.000    0.000    0.012    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\rcsetup.py:426(validate_font_properties)
        7    0.000    0.000    0.012    0.002 c:\Users\genia\Work\segment-anything\segment_anything\modeling\transformer.py:191(__init__)
       10    0.000    0.000    0.012    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_fontconfig_pattern.py:77(parse_fontconfig_pattern)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\ma\__init__.py:1(<module>)
        1    0.000    0.000    0.012    0.012 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\tensor\array\__init__.py:1(<module>)
    90392    0.012    0.000    0.012    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributed\_tensor\api.py:1(<module>)
        8    0.000    0.000    0.011    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\conv.py:143(reset_parameters)
        2    0.000    0.000    0.011    0.006 c:\ProgramData\miniconda3\envs\openmmlab\lib\json\__init__.py:299(loads)
        3    0.000    0.000    0.011    0.004 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\patches.py:2283(__init_subclass__)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\polyclasses.py:1(<module>)
        2    0.011    0.006    0.011    0.006 {method 'pow' of 'torch._C.TensorBase' objects}
        6    0.000    0.000    0.011    0.002 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\patches.py:2325(pprint_styles)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnx\reference\custom_element_types.py:1(<module>)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\tqdm\std.py:1(<module>)
      314    0.002    0.000    0.011    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\core\overrides.py:170(decorator)
        2    0.000    0.000    0.011    0.006 c:\ProgramData\miniconda3\envs\openmmlab\lib\json\decoder.py:332(decode)
        1    0.000    0.000    0.011    0.011 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\libmp\libmpf.py:1(<module>)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_tool_component.py:1(<module>)
        2    0.002    0.001    0.011    0.006 c:\ProgramData\miniconda3\envs\openmmlab\lib\json\decoder.py:343(raw_decode)
      156    0.001    0.000    0.011    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\typing.py:1208(__getitem_inner__)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\optim\sparse_adam.py:1(<module>)
        1    0.000    0.000    0.011    0.011 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\google\protobuf\internal\encoder.py:1(<module>)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\optree\functools.py:1(<module>)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\assumptions\__init__.py:1(<module>)
        1    0.002    0.002    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\symbolic_opset9.py:1(<module>)
     1926    0.011    0.000    0.011    0.000 {built-in method torch._C._dispatch_has_kernel}
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\calculus\__init__.py:1(<module>)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\profiler\_memory_profiler.py:1(<module>)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\__init__.py:244(_check_versions)
      324    0.001    0.000    0.011    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\abc.py:105(__new__)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\matrices\domainmatrix.py:1(<module>)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\strategies\__init__.py:1(<module>)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\artist.py:1(<module>)
   113/55    0.002    0.000    0.011    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\typing.py:1046(__getitem__)
        1    0.000    0.000    0.011    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\transformers\onnx_model.py:1(<module>)
   306/12    0.002    0.000    0.011    0.001 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\core.py:776(_parseNoCache)
       33    0.000    0.000    0.011    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:2264(_signature_from_builtin)
     2287    0.007    0.000    0.011    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:612(unwrap)
    29242    0.011    0.000    0.011    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\assumptions.py:489(as_property)
    72/12    0.000    0.000    0.011    0.001 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\core.py:3861(parseImpl)
      305    0.002    0.000    0.011    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\sre_compile.py:560(_compile_info)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\cm.py:32(_gen_cmap_registry)
       33    0.001    0.000    0.010    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:2117(_signature_fromstr)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\utils.py:1(<module>)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\passes\split_utils.py:1(<module>)
      138    0.010    0.000    0.010    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\library.py:80(define)
        6    0.000    0.000    0.010    0.002 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\patches.py:2329(<listcomp>)
      577    0.002    0.000    0.010    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\registration.py:296(wrapper)
        1    0.001    0.001    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\dill\_dill.py:1(<module>)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\logic\__init__.py:1(<module>)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\symbolic_helper.py:1(<module>)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\optim\_functional.py:1(<module>)
     1977    0.006    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
       42    0.001    0.000    0.010    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\typing.py:2267(__new__)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\matrixlib\__init__.py:1(<module>)
     1038    0.002    0.000    0.010    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\jit\_builtins.py:182(_register_builtin)
        1    0.000    0.000    0.010    0.010 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\google\protobuf\internal\wire_format.py:1(<module>)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\ticker.py:1(<module>)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\sets\handlers\comparison.py:1(<module>)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_artifact.py:1(<module>)
        1    0.000    0.000    0.010    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\unittest\main.py:1(<module>)
        1    0.000    0.000    0.010    0.010 c:\Users\genia\Work\segment-anything\segment_anything\modeling\mask_decoder.py:17(__init__)
      594    0.002    0.000    0.010    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_utils.py:199(_rebuild_tensor_v2)
        2    0.000    0.000    0.010    0.005 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_meta_registrations.py:3072(wrapper)
       48    0.000    0.000    0.010    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\__init__.py:1355(_add_data_doc)
     5238    0.009    0.000    0.010    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:1687(_check_instance)
      150    0.005    0.000    0.009    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\facts.py:599(deduce_all_facts)
      747    0.001    0.000    0.009    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\_pytree.py:799(tree_flatten)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\packaging\version.py:1(<module>)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\matrices\solvers.py:1(<module>)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\tqdm\utils.py:1(<module>)
        8    0.000    0.000    0.009    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_jit_internal.py:941(_overload_method)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_run.py:1(<module>)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\datasets\voc.py:1(<module>)
       29    0.001    0.000    0.009    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\tokenize.py:390(open)
        1    0.001    0.001    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_refs\nn\functional\__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\data\_utils\__init__.py:1(<module>)
       13    0.000    0.000    0.009    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\ctypes\__init__.py:340(__init__)
     1706    0.004    0.000    0.009    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\grad_mode.py:83(__exit__)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\ao\nn\quantized\reference\__init__.py:1(<module>)
        2    0.000    0.000    0.009    0.005 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\cv2\__init__.py:99(load_first_config)
    59815    0.009    0.000    0.009    0.000 {method 'get' of 'dict' objects}
      554    0.003    0.000    0.009    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\font_manager.py:934(_json_decode)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributed\distributed_c10d.py:1(<module>)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\segmentation\__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\torch_version.py:1(<module>)
      995    0.004    0.000    0.009    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\typing.py:267(_remove_dups_flatten)
        2    0.000    0.000    0.009    0.005 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\cv2\load_config_py3.py:6(exec_file_wrapper)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\plotting\backends\base_backend.py:1(<module>)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\jit\frontend.py:1(<module>)
     8871    0.009    0.000    0.009    0.000 {method 'match' of 're.Pattern' objects}
       76    0.000    0.000    0.009    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_meta_registrations.py:3073(register)
    11862    0.006    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nested\_internal\nested_tensor.py:1(<module>)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributed\_tensor\dispatch.py:1(<module>)
        1    0.000    0.000    0.009    0.009 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\alexnet.py:1(<module>)
